article_stock_id,article_id,stock_code,published_at,title,description,body_head,url,suggested_event_id,gold_event_id,label_status,label_note,reference_set_type,evaluation_eligible,qa_reason,qa_warning,event_size,event_start_at,event_end_at,split_unit_id,split_unit_size,split_unit_eligible_size,split_unit_event_count,split_unit_article_count,split_unit_start_at,split_unit_end_at
2592:034020,2592,034020,2026-07-06T00:46:00+00:00,"두산에너빌, 발전기 모니터링 시스템 사업 본격화",두산에너빌리티 가 발전기의 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업을 본격화하고 있다. 두산에너빌리티 는 진동∙소음 분야 엔지니어링 기업 크리에이텍 울산공장에서 ‘비아이즈(B-EYES) 해외 원전 진출 기념...,"두산에너빌리티가 발전기의 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업을 본격화하고 있다. 두산에너빌리티는 이번 공급 실적을 바탕으로 원전과 화력발전소 등 국내외 다양한 발전소를 대상으로 사업을 확대해 나갈 계획이다. 두산에너빌리티 관계자는 ""이번 협약은 국내 협력기업과 함께 개발한 발전기 진단 기술의 사업화를 본격화하는 계기가 될 것으로 기대한다""며",https://khan.co.kr/article/202607060946001,034020_evt_296,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2588:034020,2588,034020,2026-07-06T00:54:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 사업 확대","크리에이텍 울산공장에서 진행된 'B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약식'에서 두산에너빌리티 김덕수 TM설계 담당(오른쪽), 크리에이텍 최태묵 대표이사가 기념촬영을 하고 있다. 두산에너빌리티 가...","크리에이텍 울산공장에서 진행된 ‘B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약식’에서 두산에너빌리티 김덕수 TM설계 담당(오른쪽), 크리에이텍 최태묵 대표이사가 기념촬영을 하고 있다. [가스신문 = 주병국 기자] 두산에너빌리티가 진동∙소음 분야 엔지니어링 회사인 크리에이텍 울산공장에서 ‘B-EYES(비아이즈) 해외 원전 진출 기념 및 협력을 위",https://gasnews.com/news/articleView.html?idxno=125853,034020_evt_296,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2560:034020,2560,034020,2026-07-06T01:48:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 'B-EYES' 사업 확대",두산에너빌리티 가 개발한 발전기 브러시 모니터링 시스템 'B-EYES'. 두산에너빌리티 두산에너빌리티 가 발전기 브러시 상태 모니터링 시스템 'B-EYES'로 국내외 발전소 진단 솔루션 시장 확대에 나선다. 두산에너빌리티 는...,"두산에너빌리티가 발전기 브러시 상태 모니터링 시스템 'B-EYES'로 국내외 발전소 진단 솔루션 시장 확대에 나선다. 두산에너빌리티는 6일 진동·소음 분야 엔지니어링 기업 크리에이텍과 울산공장에서 'B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약(MOU)'을 체결했다고 밝혔다. 양사는 이번 협약을 통해 B-EYES의 생산과 유지보수, 사후관리,",https://greened.kr/news/articleView.html?idxno=344256,034020_evt_296,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2559:034020,2559,034020,2026-07-06T01:50:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 사업 확대",두산에너빌리티 가 발전기 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업 확대에 나섰다. 두산에너빌리티 는 진동∙소음 분야 엔지니어링 회사인 크리에이텍 울산공장에서 'B-EYES(비아이즈) 해외 원전 진출 기념 및...,"이전 기사보기 다음 기사보기 두산에너빌리티, 발전기 모니터링 시스템 사업 확대 바로가기 복사하기 본문 글씨 줄이기 본문 글씨 키우기 스크롤 이동 상태바 산업·기자재 체코 테믈린 원전 발전기 교체공사 적용 기자명 이종수 기자 입력 2026.07.06 10:48 수정 2026.07.06 11:15 댓글 0 다른 공유 찾기 이 기사를 공유합니다 페이스북(으)로",https://todayenergy.kr/news/articleView.html?idxno=299962,034020_evt_296,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2550:034020,2550,034020,2026-07-06T02:18:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 사업 확대 - 굿모닝경제",두산에너빌리티 가 발전기(터빈의 회전력을 전기에너지로 변환하는 발전소 핵심 설비) 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업 확대에 가속페달을 밟고 있다. 두산에너빌리티 는 진동·소음 분야 엔지니어링...,공동 개발사 크리에이텍과 MOU 체결…국내·외 발전시장 확대 추진 두산에너빌리티가 개발한 발전기 브러시 모니터링 시스템 'B-EYES'. [사진=넥센타이어] 두산에너빌리티가 발전기(터빈의 회전력을 전기에너지로 변환하는 발전소 핵심 설비) 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업 확대에 가속페달을 밟고 있다. 두산에너빌리티는 진동·소음 분야 엔지니어,https://goodkyung.com/news/articleView.html?idxno=288891,034020_evt_296,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2546:034020,2546,034020,2026-07-06T02:26:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 사업 본격화 - CNB뉴스",두산에너빌리티 가 발전기 안전성을 높이는 모니터링 시스템 사업 확장에 박차를 가하고 있다. 두산에너빌리티 는 진동·소음 분야 엔지니어링 회사인 크리에이텍 울산공장에서 'B-EYES(비아이즈) 해외 원전 진출 기념 및...,글자크기 설정 기사의 본문 내용은 이 글자크기로 변경됩니다. 이 기사를 공유합니다 두산에너빌리티가 개발한 발전기 브러시 모니터링 시스템 ‘B-EYES’.(사진=두산에너빌리티) 두산에너빌리티가 발전기 안전성을 높이는 모니터링 시스템 사업 확장에 박차를 가하고 있다. 두산에너빌리티는 진동·소음 분야 엔지니어링 회사인 크리에이텍 울산공장에서 ‘B-EYES(비아이,https://cnbnews.com/news/articleView.html?idxno=1006992,034020_evt_296,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2599:034020,2599,034020,2026-07-06T00:36:00+00:00,"두산에너빌리티, 발전기 진단 시스템 사업 확대…체코 원전 공급 - 글로벌이코노믹",두산에너빌리티 가 발전기 진단·모니터링 시스템 ‘비아이즈(B-EYES)’를 앞세워 발전기 서비스 사업 확대에 나선다. 두산에너빌리티 는 6일 진동·소음 분야 엔지니어링 기업 크리에이텍과 ‘비아이즈 해외 원전 진출...,두산에너빌리티는 6일 진동·소음 분야 엔지니어링 기업 크리에이텍과 ‘비아이즈 해외 원전 진출 기념과 협력을 위한 업무협약(MOU)’을 체결했다고 밝혔다. 양사는 이번 협약을 계기로 비아이즈의 생산·유지보수·사후관리·기술협력 체계를 구체화한다. 장기 공급과 서비스 협력 기반도 함께 마련할 방침이다. 비아이즈는 발전기 회전축에 전류를 전달하는 부품인 브러시(B,https://g-enews.com/view.php?ud=20260706090419802724debea800_1,034020_evt_297,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2593:034020,2593,034020,2026-07-06T00:45:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 사업 확대…체코 원전 적용","두산에너빌리티 가 발전기 운전 신뢰성과 설비 안전성을 높이는 모니터링 시스템 사업 확대에 나선다. 체코 테믈린 원전 발전기 교체공사에 자체 개발 시스템을 처음 적용한 데 이어, 협력사와 생산·서비스 체계를...",공동 개발사 크리에이텍과 MOU 체결…생산·유지보수·기술협력 체계 구축 체코 테믈린 원전 발전기 교체공사에 'B-EYES' 공급…국내외 발전시장 공략 공동 개발사 크리에이텍과 MOU 체결…생산·유지보수·기술협력 체계 구축 체코 테믈린 원전 발전기 교체공사에 'B-EYES' 공급…국내외 발전시장 공략 두산에너빌리티가 개발한 발전기 브러시 모니터링 시스템 ‘B,https://dailian.co.kr/news/view/1663672?sc=Naver,034020_evt_297,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2582:034020,2582,034020,2026-07-06T01:06:00+00:00,"두산에너빌리티, 발전기 모니터링 사업 확대…체코 원전 적용","두산에너빌리티 가 발전기 운전 신뢰성을 높이는 모니터링 시스템 사업 확대에 나선다. 체코 원전 발전기 교체공사에 관련 시스템을 공급하고, 공동 개발사와 생산·유지보수 협력 체계도 강화한다. 두산에너빌리티 는...",크리에이텍과 MOU…생산·유지보수 협력 강화 체코 테믈린 원전 발전기 교체공사에 적용 김덕수 두산에너빌리티 TM설계 담당(오른쪽)과 최태묵 크리에이텍 대표이사가 3일 크리에이텍 울산공장에서 열린 'B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약식'에서 기념촬영을 하고 있다. [사진=두산에너빌리티] 【뉴스퀘스트=장홍석 기자】두산에너빌리티가 발전기,https://newsquest.co.kr/news/articleView.html?idxno=269122,034020_evt_297,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2578:034020,2578,034020,2026-07-06T01:10:00+00:00,"두산에너빌리티, 발전기 진단 시스템 사업 확대… 테믈린 원전 적용","지난 3일 크리에이텍 울산공장에서 진행된 'B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약식'에서 김덕수 두산에너빌리티 TM설계 담당(오른쪽), 최태묵 크리에이텍 대표이사가 기념촬영을 하고 있다. [홍보팀]...","크리에이텍과 MOU… 체코 테믈린 원전에 ‘B-EYES’ 공급 지난 3일 크리에이텍 울산공장에서 진행된 ‘B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약식’에서 김덕수 두산에너빌리티 TM설계 담당(오른쪽), 최태묵 크리에이텍 대표이사가 기념촬영을 하고 있다. [홍보팀] [일요서울] 두산에너빌리티가 발전기 운전 신뢰성을 높이는 모니터링 시스템 ‘B",https://ilyoseoul.co.kr/news/articleView.html?idxno=519429,034020_evt_297,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2554:034020,2554,034020,2026-07-06T02:08:00+00:00,"두산에너빌리, 발전기 모니터링 사업 확대..체코 원전 적용","포쓰저널 박소연 기자 2026년 7월 3일 크리에이텍 울산공장에서 진행된 'B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약식'에서 김덕수 두산에너빌리티 TM설계 담당(오른쪽), 최태묵 크리에이텍 대표이사가...","크리에이텍과 B-EYES 협력 MOU 브러시 상태 실시간 진단..테믈린 원전 교체공사 공급 2026년 7월 3일 크리에이텍 울산공장에서 진행된 ‘B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약식’에서 김덕수 두산에너빌리티 TM설계 담당(오른쪽), 최태묵 크리에이텍 대표이사가 기념촬영을 하고 있다./사진=두산에너빌리티 두산에너빌리티가 발전소 핵심",http://4th.kr/news/articleView.html?idxno=2114270,034020_evt_297,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2540:034020,2540,034020,2026-07-06T04:05:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 사업 확대&hellip;체코 원전에 공급",두산에너빌리티 가 발전기 모니터링 시스템을 앞세워 국내외 발전설비 진단·서비스 사업 확대에 나선다. 두산에너빌리티 는 6일 진동·소음 분야 엔지니어링 기업 크리에이텍 울산공장에서 'B-EYES(비아이즈) 해외 원전...,"두산에너빌리티, 발전기 모니터링 시스템 사업 확대…체코 원전에 공급 7월3일 크리에이텍 울산공장에서 진행된 'B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약식'에서 김덕수 두산에너빌리티 TM설계 담당(오른쪽)과 최태묵 크리에이텍 대표가 기념 촬영을 하고 있다. [사진=두산에너빌리티] [디지털데일리 김유진기자] 두산에너빌리티가 발전기 모니터링 시스",https://ddaily.co.kr/page/view/2026070613034227624,034020_evt_297,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2595:034020,2595,034020,2026-07-06T00:42:00+00:00,"두산에너빌리티, 발전기 진단 솔루션 해외 확대…체코 원전 발판 삼는다",3일 크리에이텍 울산공장에서 진행된 'B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약식'에서 김덕수 두산에너빌리티 TM설계 담당(오른쪽)과 최태묵 크리에이텍 대표이사가 기념촬영을 하고 있다. [사진...,크리에이텍과 생산·유지보수 협력체계 구축 B-EYES 앞세워 원전·화력발전소 시장 공략 3일 크리에이텍 울산공장에서 진행된 ‘B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약식’에서 김덕수 두산에너빌리티 TM설계 담당(오른쪽)과 최태묵 크리에이텍 대표이사가 기념촬영을 하고 있다. [사진=두산에너빌리티] 두산에너빌리티가 발전기 이상 징후를 실시간으로,https://straightnews.co.kr/news/articleView.html?idxno=306336,034020_evt_298,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2561:034020,2561,034020,2026-07-06T01:48:00+00:00,"두산에너빌리티, 발전기 진단 솔루션 해외 원전 공급 확대 - 비즈워크",두산에너빌리티 가 발전기 운전 신뢰성을 높이는 진단·모니터링 시스템 사업 확대에 나선다. 해외 원전 공급 실적을 기반으로 국내외 발전소 대상 서비스 솔루션 사업을 키우겠다는 전략이다. 두산에너빌리티 는 진동...,"글자크기 설정 기사의 본문 내용은 이 글자크기로 변경됩니다. 이 기사를 공유합니다 크리에이텍과 B-EYES 사업 협력 MOU 체결 체코 테믈린 원전 공급 계기로 글로벌 발전소 시장 공략 크리에이텍 울산공장에서 지난 3일 진행된 ‘B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약식’에서 두산에너빌리티 김덕수 TM설계 담당(오른쪽), 크리에이텍 최태묵",https://bizwork.co.kr/news/articleView.html?idxno=417127,034020_evt_298,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2553:034020,2553,034020,2026-07-06T02:10:00+00:00,"두산에너빌리티, 발전기 진단 솔루션 'B-EYES' 사업 본격 확대-해외 원전 공급 발판 마련",두산에너빌리티 가 발전기 상태를 실시간으로 진단하는 모니터링 시스템 사업 확대에 속도를 낸다. 국내 협력사와의 협업 체계를 강화하는 동시에 해외 원전 공급 실적을 기반으로 글로벌 시장 공략에도 나선다는...,SNS 기사보내기 페이스북(으)로 기사보내기 트위터(으)로 기사보내기 URL복사(으)로 기사보내기 이메일(으)로 기사보내기 다른 공유 찾기 기사저장 이 기사를 공유합니다 닫기 김덕수 두산에너빌리티 TM 설계담당(오른쪽)과 최태묵 크리에이텍 대표가 지난 3일 크리에이텍 울산공장에서 열린 'B-EYES 해외 원전 진출 기념 및 협력을 위한 업무협약(MOU)',https://mediafine.co.kr/news/articleView.html?idxno=82752,034020_evt_298,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2590:034020,2590,034020,2026-07-06T00:54:00+00:00,"AUTOTIMES 두산에너빌리티, 발전기 모니터링 시스템 사업 넓힌다",-크리에이텍과 MOU 체결 -국내외 발전시장 확대 추진 두산에너빌리티 가 진동∙소음 분야 엔지니어링 회사인 크리에이텍 울산공장에서 ‘B-EYES(비아이즈) 해외 원전 진출 기념 및 협력을 위한 업무협약(MOU)’을...,"-크리에이텍과 MOU 체결 -국내외 발전시장 확대 추진 두산에너빌리티가 진동∙소음 분야 엔지니어링 회사인 크리에이텍 울산공장에서 ‘B-EYES(비아이즈) 해외 원전 진출 기념 및 협력을 위한 업무협약(MOU)’을 체결했다고 6일 밝혔다. B-EYES는 발전기 회전축에 전류를 전달하는 부품인 브러시의 전류, 온도, 진동, 마모량을 실시간으로 측정해 이상 징후",http://autotimes.co.kr/detail.php?number=688336&thread=27,034020_evt_302,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2587:034020,2587,034020,2026-07-06T00:55:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 사업 확대 '속도'",두산에너빌리티 가 발전기 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업 확대에 나섰다. 두산에너빌리티 는 지난 3일 크리에이텍 울산공장에서 'B-EYES(비아이즈) 해외 원전 진출 기념 및 협력을 위한 업무협약(MOU)...,좌측부터 크리에이텍 최태묵 대표이사와 두산에너빌리티 김덕수 TM설계 담당. 두산에너빌리티 제공두산에너빌리티가 발전기 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업 확대에 나섰다. 두산에너빌리티는 지난 3일 크리에이텍 울산공장에서 'B-EYES(비아이즈) 해외 원전 진출 기념 및 협력을 위한 업무협약(MOU)'을 체결했다고 6일 밝혔다. 크리에이텍은 진동,https://nocutnews.co.kr/news/6543337,034020_evt_302,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2586:034020,2586,034020,2026-07-06T00:56:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 사업 확대",두산에너빌리티 는 진동∙소음 분야 엔지니어링 회사인 크리에이텍 울산공장에서 'B-EYES(비아이즈) 해외 원전 진출 기념 및 협력을 위한 업무협약(MOU)'을 체결했다고 6일 밝혔다. B-EYES는 발전기 회전축에 전류를 전달하는...,공동 개발사 크리에이텍과 MOU 체결 두산에너빌리티가 개발한 발전기 브러시 모니터링 시스템 비아이즈(B-EYES). (사진=두산에너빌리티) [증권경제신문=김성근 기자] 두산에너빌리티는 진동∙소음 분야 엔지니어링 회사인 크리에이텍 울산공장에서 ‘B-EYES(비아이즈) 해외 원전 진출 기념 및 협력을 위한 업무협약(MOU)’을 체결했다고 6일 밝혔다. B-EY,http://koreastocknews.com/news/articleView.html?idxno=119552,034020_evt_302,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2584:034020,2584,034020,2026-07-06T01:04:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 사업 확대",두산에너빌리티 가 발전기 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업 확대에 속도를 내고 있다. 두산에너빌리티 는 진동‧소음 분야 엔지니어링 회사인 크리에이텍 울산공장에서 ‘B-EYES(비아이즈) 해외 원전...,두산에너빌리티가 발전기 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업 확대에 속도를 내고 있다. 두산에너빌리티는 진동‧소음 분야 엔지니어링 회사인 크리에이텍 울산공장에서 ‘B-EYES(비아이즈) 해외 원전 진출 기념 및 협력을 위한 업무협약’을 체결했다고 6일 밝혔다. 크리에이텍 울산공장에서 진행된 ‘B-EYES 해외 원전 진출 기념 및 협력을 위한 업,https://segye.com/newsView/20260706504534?OutUrl=naver,034020_evt_302,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2579:034020,2579,034020,2026-07-06T01:08:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 사업 국내외 확대",발전기 브러시 모니터링 시스템 '비아이즈'[출처: 두산에너빌리티 ] 두산에너빌리티 [034020]가 진동·소음 분야 엔지니어링 기업 크리에이텍과 발전기 모니터링 시스템 '비아이즈' 해외 원전 진출 기념·협력을 위한 업무협약...,발전기 브러시 모니터링 시스템 '비아이즈' [출처: 두산에너빌리티] (서울=연합인포맥스) 윤은별 기자 = 두산에너빌리티[034020]가 진동·소음 분야 엔지니어링 기업 크리에이텍과 발전기 모니터링 시스템 '비아이즈' 해외 원전 진출 기념·협력을 위한 업무협약(MOU)을 6일 체결했다고 밝혔다. 비아이즈는 발전기 회전축에 전류를 전달하는 부품인 브러시의 전류,https://news.einfomax.co.kr/news/articleView.html?idxno=4423478,034020_evt_302,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2567:034020,2567,034020,2026-07-06T01:34:00+00:00,"두산에너빌리티, 발전기 모니터링 시스템 사업 확대",두산에너빌리티 가 발전기 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업 확대에 속도를 내고 있다. 이 발전기는 터빈의 회전력을 전기에너지로 변환하는 발전소 핵심 설비다. 두산에너빌리티 는 진동∙소음 분야...,진동·소음 분야 엔지니어링 회사와 협력 체코 테믈린 원전 발전기 교체 공사 적용 실시간 진단해 설비 안전성∙운전 신뢰 향상 두산에너빌리티가 개발한 발전기 브러시 모니터링 시스템 비아이즈(B-EYES). 두산에너빌리티 제공 두산에너빌리티가 발전기 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업 확대에 속도를 내고 있다. 이 발전기는 터빈의 회전력을 전기에너,https://busan.com/view/busan/view.php?code=2026070609553345630,034020_evt_302,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2569:034020,2569,034020,2026-07-06T01:34:00+00:00,"'솔루션 기업' 두산에너빌리티, 발전기 모니터링 시스템 사업 확대",솔루션 기업으로의 고도화를 추진하고 있는 두산에너빌리티 가 발전기 운전 신뢰성을 높일 수 있는 모니터링 시스템 사업을 확대한다. 발전기는 터빈의 회전력을 전기에너지로 변환하는 발전소 핵심 설비다....,크리에이텍과 MOU 체결…국내외 발전시장 확대 추진 체코 테믈린 원전 1·2호기 발전기 교체 공사에 공급키로 두산에너빌리티는 지난 3일 진동·소음 분야 엔지니어링 업체인 크리에이텍 울산공장에서 ‘B-EYES(비아이즈) 해외 원전 진출 기념 및 협력을 위한 업무협약(MOU)’을 체결했다고 6일 밝혔다. B-EYES는 발전기 회전축에 전류를 전달하는 부품인 브,http://thebigdata.co.kr/view.php?ud=202607061026534429570d99e4c8_23,034020_evt_302,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
2539:034020,2539,034020,2026-07-06T04:08:00+00:00,"두산에너빌, 발전기 모니터링시스템 사업 확대",두산에너빌리티 가 발전기 운전 신뢰성을 높이는 모니터링 시스템 사업 확대에 나선다. 두산에너빌리티 는 진동·소음 분야 엔지니어링 기업 크리에이텍과 발전기 모니터링 시스템 ‘비아이즈’(B-EYES) 사업 협력을 위한...,개발사 크리에이텍과 MOU 운전신뢰성·설비안전성 향상 두산에너빌리티가 발전기 운전 신뢰성을 높이는 모니터링 시스템 사업 확대에 나선다. 두산에너빌리티는 진동·소음 분야 엔지니어링 기업 크리에이텍과 발전기 모니터링 시스템 ‘비아이즈’(B-EYES) 사업 협력을 위한 업무협약(MOU)을 체결했다고 6일 밝혔다. 비아이즈는 발전기 회전축에 전류를 전달하는 부품인,https://naeil.com/news/read/594314?ref=naver,034020_evt_328,034020_gold_024,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00,SU_b9da2492d9,58,58,1,58,2026-07-05T23:51:00+00:00,2026-07-07T01:14:00+00:00
